gene_id,gene_name,gene_type,replicated_overall_rank,overall_rank,average_rank,n_withinTop100,Br6522_LC_1_round1_single,Br6522_LC_2_round1_single,Br8153_LC_round2_left,Br8153_LC_round2_right,Br2701_LC_round2_top,Br2701_LC_round2_bottom,Br6522_LC_round3_leftbottom,Br6522_LC_round3_right,Br8079_LC_round3_left,Br8079_LC_round3_right,Br2701_LC_round3_left,Br2701_LC_round3_right,Br8153_LC_round3_left
ENSG00000211450,SELENOH,protein_coding,NA,871.5,764.5,0,480,243,NA,NA,NA,NA,1710,1237,486,NA,431,NA,NA
ENSG00000134779,TPGS2,protein_coding,NA,873,765.1428571,0,1082,278,NA,NA,NA,NA,906,974,NA,NA,519,643,954
ENSG00000161960,EIF4A1,protein_coding,NA,874,767.125,0,879,911,NA,NA,NA,NA,145,1892,496,272,613,NA,929
ENSG00000178695,KCTD12,protein_coding,NA,875,767.5,0,NA,NA,NA,NA,NA,NA,786,749,NA,NA,NA,NA,NA
ENSG00000160209,PDXK,protein_coding,NA,876,768,0,434,412,NA,NA,NA,NA,1201,644,808,NA,954,611,1080
ENSG00000136531,SCN2A,protein_coding,NA,877,769.2,0,370,NA,NA,NA,NA,NA,1791,306,246,NA,1133,NA,NA
ENSG00000138834,MAPK8IP3,protein_coding,NA,878,770.2857143,0,1267,NA,NA,NA,NA,NA,760,1537,686,475,161,506,NA
ENSG00000083845,RPS5,protein_coding,NA,879,770.3,0,799,577,409,NA,NA,NA,1900,465,468,585,836,677,987
ENSG00000100994,PYGB,protein_coding,NA,880,771.375,0,691,NA,NA,NA,NA,NA,1355,1028,714,573,409,624,777
ENSG00000123240,OPTN,protein_coding,NA,881,771.7142857,1,938,192,NA,NA,NA,NA,1578,643,NA,NA,1041,89,921
ENSG00000101347,SAMHD1,protein_coding,NA,882,772,0,NA,NA,NA,NA,NA,NA,NA,NA,772,NA,NA,NA,NA
ENSG00000182600,SNORC,protein_coding,NA,883,772.1666667,1,2259,NA,NA,NA,NA,NA,573,758,145,94,NA,NA,804
ENSG00000166598,HSP90B1,protein_coding,NA,884,772.3333333,0,287,574,439,NA,NA,NA,1802,316,661,NA,1009,861,1002
ENSG00000204851,PNMA8B,protein_coding,NA,885,772.5,0,837,393,NA,NA,NA,NA,349,2742,622,NA,367,399,471
ENSG00000125827,TMX4,protein_coding,NA,886,774.125,1,446,367,NA,NA,NA,NA,393,3144,602,79,607,NA,555
ENSG00000126351,THRA,protein_coding,NA,887,774.375,0,753,866,NA,NA,NA,NA,1992,319,242,283,901,NA,839
ENSG00000189403,HMGB1,protein_coding,NA,888,774.4444444,0,899,757,NA,NA,NA,NA,1632,1162,243,411,693,562,611
ENSG00000183011,NAA38,protein_coding,NA,889,774.5,1,862,934,83,NA,NA,NA,687,1749,NA,NA,NA,NA,332
ENSG00000230989,HSBP1,protein_coding,NA,890,775.625,0,669,928,NA,NA,NA,NA,1393,809,NA,468,512,405,1021
ENSG00000067560,RHOA,protein_coding,NA,891,776,0,2002,802,NA,NA,NA,NA,203,1519,202,180,720,364,992
ENSG00000142089,IFITM3,protein_coding,NA,892,777.5714286,1,1980,NA,NA,NA,NA,NA,657,784,105,98,935,NA,884
ENSG00000110076,NRXN2,protein_coding,NA,893.5,778.3333333,0,594,973,NA,NA,NA,NA,723,2201,851,526,278,303,556
ENSG00000137486,ARRB1,protein_coding,NA,893.5,778.3333333,0,1491,NA,NA,NA,NA,NA,204,640,NA,NA,NA,NA,NA
ENSG00000163466,ARPC2,protein_coding,NA,895,780.6666667,0,635,NA,NA,NA,NA,NA,706,1001,NA,NA,NA,NA,NA
ENSG00000144567,RETREG2,protein_coding,NA,896,781.2857143,0,1509,382,NA,NA,NA,NA,261,664,NA,NA,1033,588,1032
ENSG00000171533,MAP6,protein_coding,NA,897,781.6666667,0,924,778,NA,NA,NA,NA,1087,751,NA,NA,380,770,NA
ENSG00000013297,CLDN11,protein_coding,NA,898,783.8333333,1,2043,NA,NA,NA,NA,NA,67,500,NA,NA,1005,807,281
ENSG00000166922,SCG5,protein_coding,NA,899,784,0,633,490,NA,NA,NA,NA,921,915,NA,NA,NA,NA,961
ENSG00000135486,HNRNPA1,protein_coding,NA,900,784.875,0,671,707,NA,NA,NA,NA,2026,670,599,515,806,NA,285
ENSG00000172508,CARNS1,protein_coding,NA,901,785.5,1,NA,NA,NA,NA,NA,NA,32,2411,178,NA,521,NA,NA
ENSG00000115504,EHBP1,protein_coding,NA,902.5,787,0,NA,NA,NA,NA,NA,NA,NA,787,NA,NA,NA,NA,NA
ENSG00000187189,TSPYL4,protein_coding,NA,902.5,787,0,570,213,NA,NA,NA,NA,748,1804,NA,NA,887,416,871
ENSG00000070756,PABPC1,protein_coding,NA,904,787.4,0,2017,NA,NA,NA,NA,NA,955,397,179,389,NA,NA,NA
ENSG00000160310,PRMT2,protein_coding,NA,905,791.375,0,1027,906,NA,NA,NA,NA,980,959,286,NA,921,375,877
ENSG00000213639,PPP1CB,protein_coding,NA,906,791.5714286,0,793,889,NA,NA,NA,NA,728,841,700,NA,679,NA,911
ENSG00000082898,XPO1,protein_coding,NA,907.5,793,0,NA,NA,NA,NA,NA,NA,NA,793,NA,NA,NA,NA,NA
ENSG00000089818,NECAP1,protein_coding,NA,907.5,793,0,597,612,NA,NA,NA,NA,370,1840,NA,NA,NA,NA,546
ENSG00000221946,FXYD7,protein_coding,NA,909,793.8,0,728,NA,NA,NA,NA,NA,1074,1263,NA,NA,497,NA,407
ENSG00000165280,VCP,protein_coding,NA,910,794.25,0,1257,954,540,NA,NA,NA,1252,385,NA,NA,630,325,1011
ENSG00000197106,SLC6A17,protein_coding,NA,911,794.6,0,491,NA,NA,NA,NA,NA,1387,744,NA,NA,333,NA,1018
ENSG00000119707,RBM25,protein_coding,NA,912,795.3333333,0,NA,NA,NA,NA,NA,NA,NA,1163,790,433,NA,NA,NA
ENSG00000175166,PSMD2,protein_coding,NA,913,796.125,0,627,515,NA,NA,NA,NA,1690,1279,837,NA,779,194,448
ENSG00000170500,LONRF2,protein_coding,NA,914,796.375,0,658,989,NA,NA,NA,NA,229,1881,734,NA,853,386,641
ENSG00000171735,CAMTA1,protein_coding,NA,915,796.4,0,343,145,NA,NA,NA,NA,1295,1402,NA,NA,NA,NA,797
ENSG00000103266,STUB1,protein_coding,NA,916,797.1666667,0,832,988,NA,NA,NA,NA,880,1088,NA,NA,757,NA,238
ENSG00000241837,ATP5PO,protein_coding,NA,917,797.5,0,615,935,NA,208,NA,NA,1854,471,NA,NA,NA,NA,702
ENSG00000147123,NDUFB11,protein_coding,NA,918,798.2,0,1146,621,NA,NA,NA,NA,792,835,NA,NA,NA,NA,597
ENSG00000148180,GSN,protein_coding,NA,919,798.2857143,0,1504,NA,123,NA,NA,NA,426,1553,569,294,1119,NA,NA
ENSG00000197747,S100A10,protein_coding,NA,920,798.8571429,0,2075,NA,NA,232,NA,NA,699,655,314,NA,877,740,NA
ENSG00000113013,HSPA9,protein_coding,NA,921,800.5555556,0,654,659,NA,NA,NA,NA,1189,981,768,523,663,822,946
ENSG00000153774,CFDP1,protein_coding,NA,922,801,0,801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000198832,SELENOM,protein_coding,NA,923,801.4285714,0,727,761,NA,NA,NA,NA,734,1149,616,NA,1096,NA,527
ENSG00000085662,AKR1B1,protein_coding,NA,924,802.25,0,580,197,NA,NA,NA,NA,662,3132,294,NA,538,256,759
ENSG00000182836,PLCXD3,protein_coding,NA,925,802.4,0,2018,NA,NA,NA,NA,NA,615,456,NA,NA,433,490,NA
ENSG00000061676,NCKAP1,protein_coding,NA,926,802.7142857,0,1107,818,NA,NA,NA,NA,1424,410,NA,NA,418,473,969
ENSG00000136888,ATP6V1G1,protein_coding,NA,927,803.25,0,900,841,NA,233,NA,NA,2120,1380,388,NA,182,382,NA
ENSG00000197444,OGDHL,protein_coding,NA,928,803.3333333,0,920,641,NA,NA,NA,NA,272,1409,NA,NA,951,NA,627
ENSG00000120738,EGR1,protein_coding,NA,929.5,803.6666667,0,NA,NA,NA,NA,NA,NA,133,1970,NA,308,NA,NA,NA
ENSG00000175602,CCDC85B,protein_coding,NA,929.5,803.6666667,0,1106,564,NA,404,NA,NA,1110,920,815,NA,726,779,809
ENSG00000159202,UBE2Z,protein_coding,NA,931,804.5,1,989,NA,NA,NA,NA,NA,1036,1451,739,518,NA,94,NA
ENSG00000163644,PPM1K,protein_coding,NA,932.5,804.6,0,808,NA,NA,NA,NA,NA,1467,531,778,439,NA,NA,NA
ENSG00000128989,ARPP19,protein_coding,NA,932.5,804.6,0,1620,845,399,NA,NA,NA,1820,1478,395,454,271,324,440
ENSG00000149269,PAK1,protein_coding,NA,934,808,0,1110,NA,NA,NA,NA,NA,592,722,NA,NA,NA,NA,NA
ENSG00000150787,PTS,protein_coding,NA,935,809.3333333,0,770,NA,NA,NA,NA,NA,347,1311,NA,NA,NA,NA,NA
ENSG00000026025,VIM,protein_coding,NA,936,810.25,2,NA,NA,NA,NA,NA,NA,NA,1927,95,87,1132,NA,NA
ENSG00000184368,MAP7D2,protein_coding,NA,937,810.4285714,0,850,276,NA,NA,NA,NA,537,2355,196,NA,NA,742,717
ENSG00000101400,SNTA1,protein_coding,NA,938,811.2857143,0,2068,NA,NA,NA,NA,NA,868,779,228,144,1022,NA,570
ENSG00000167792,NDUFV1,protein_coding,NA,939,811.4285714,0,834,813,NA,NA,NA,NA,222,1523,826,NA,868,NA,594
ENSG00000143742,SRP9,protein_coding,NA,940,811.7142857,0,648,653,NA,NA,NA,NA,473,2188,378,NA,648,NA,694
ENSG00000117152,RGS4,protein_coding,NA,941,812.5,0,NA,NA,NA,NA,NA,NA,1233,392,NA,NA,NA,NA,NA
ENSG00000134419,RPS15A,protein_coding,NA,942,812.8888889,0,665,1039,130,NA,NA,NA,2148,332,728,459,858,NA,957
ENSG00000112335,SNX3,protein_coding,NA,943,813.125,0,807,992,273,NA,NA,NA,519,1828,NA,NA,660,850,576
ENSG00000158985,CDC42SE2,protein_coding,NA,944,814,0,NA,NA,NA,NA,NA,NA,NA,858,770,NA,NA,NA,NA
ENSG00000116857,TMEM9,protein_coding,NA,945,814.4285714,0,864,269,NA,NA,NA,NA,1552,1269,NA,NA,474,385,888
ENSG00000089250,NOS1,protein_coding,NA,946,814.5,0,NA,NA,NA,NA,NA,NA,323,1306,NA,NA,NA,NA,NA
ENSG00000124920,MYRF,protein_coding,NA,947,815,0,NA,NA,NA,NA,NA,NA,724,906,NA,NA,NA,NA,NA
ENSG00000173726,TOMM20,protein_coding,NA,949,816,0,584,755,300,NA,NA,NA,1463,1813,868,NA,419,755,387
ENSG00000196821,ILRUN,protein_coding,NA,949,816,0,NA,NA,NA,NA,NA,NA,NA,816,NA,NA,NA,NA,NA
ENSG00000120694,HSPH1,protein_coding,NA,949,816,0,388,738,NA,NA,NA,NA,1880,699,NA,NA,312,NA,879
ENSG00000105854,PON2,protein_coding,NA,951,816.4,0,574,NA,NA,NA,NA,NA,1150,694,895,NA,769,NA,NA
ENSG00000108561,C1QBP,protein_coding,NA,952,817,0,413,626,NA,NA,NA,NA,NA,1412,NA,NA,NA,NA,NA
ENSG00000105701,FKBP8,protein_coding,NA,953,818.1428571,0,795,NA,NA,NA,NA,NA,692,1344,750,606,1138,NA,402
ENSG00000139190,VAMP1,protein_coding,NA,954,818.6,0,803,538,NA,NA,NA,NA,413,1722,NA,NA,NA,NA,617
ENSG00000245910,SNHG6,lncRNA,NA,955,819.1111111,0,1847,956,536,NA,NA,NA,387,1067,478,631,798,NA,672
ENSG00000143772,ITPKB,protein_coding,NA,956,819.3333333,0,1658,NA,NA,NA,NA,NA,1311,882,221,143,701,NA,NA
ENSG00000078549,ADCYAP1R1,protein_coding,NA,957,820,0,1226,660,NA,NA,NA,NA,440,925,813,NA,856,NA,NA
ENSG00000149925,ALDOA,protein_coding,NA,958,820.4,0,1338,NA,NA,209,NA,NA,609,889,NA,NA,NA,NA,1057
ENSG00000102241,HTATSF1,protein_coding,NA,959,820.5,0,692,NA,NA,NA,NA,NA,NA,949,NA,NA,NA,NA,NA
ENSG00000213760,ATP6V1G2,protein_coding,NA,960,821.4,0,789,861,NA,NA,NA,NA,606,764,NA,NA,NA,NA,1087
ENSG00000221823,PPP3R1,protein_coding,NA,961,823.6666667,0,929,NA,NA,NA,NA,NA,585,957,NA,NA,NA,NA,NA
ENSG00000182534,MXRA7,protein_coding,NA,962,825.5,0,2092,718,NA,NA,NA,NA,119,1132,558,NA,800,812,373
ENSG00000174460,ZCCHC12,protein_coding,NA,963,825.8333333,0,1219,343,NA,NA,NA,NA,1368,480,742,NA,NA,NA,803
ENSG00000183723,CMTM4,protein_coding,NA,964,826,0,NA,NA,NA,NA,NA,NA,NA,826,NA,NA,NA,NA,NA
ENSG00000197958,RPL12,protein_coding,NA,965,826.4444444,0,1259,535,534,NA,NA,NA,1733,383,678,504,793,NA,1019
ENSG00000066468,FGFR2,protein_coding,NA,966,827,0,NA,NA,NA,NA,NA,NA,1107,547,NA,NA,NA,NA,NA
ENSG00000204580,DDR1,protein_coding,NA,967,828.3333333,0,NA,NA,NA,NA,NA,NA,367,2275,169,205,1114,NA,840
ENSG00000178531,CTXN1,protein_coding,NA,968,829.1666667,0,1068,NA,NA,NA,NA,NA,1497,661,NA,NA,818,451,480
ENSG00000172260,NEGR1,protein_coding,NA,969,829.3333333,0,1150,752,NA,NA,NA,NA,997,1188,559,NA,330,NA,NA
ENSG00000173258,ZNF483,protein_coding,NA,970.5,831,0,1123,425,NA,414,NA,NA,1214,842,NA,NA,900,NA,899
ENSG00000101558,VAPA,protein_coding,NA,970.5,831,0,1382,1047,NA,189,NA,NA,717,730,878,NA,899,598,1039
ENSG00000173898,SPTBN2,protein_coding,NA,972,831.3333333,0,1299,NA,NA,NA,NA,NA,NA,1010,NA,NA,185,NA,NA
ENSG00000100473,COCH,protein_coding,NA,973,831.5,0,NA,NA,NA,NA,NA,NA,463,1200,NA,NA,NA,NA,NA
ENSG00000100075,SLC25A1,protein_coding,NA,974,832.6,1,1417,NA,NA,NA,NA,NA,930,1493,NA,NA,257,66,NA
ENSG00000139211,AMIGO2,protein_coding,NA,975,832.8,1,1188,NA,NA,200,NA,NA,256,2467,NA,NA,NA,53,NA
ENSG00000067842,ATP2B3,protein_coding,NA,976,833,0,NA,NA,NA,NA,NA,NA,NA,833,NA,NA,NA,NA,NA
ENSG00000184117,NIPSNAP1,protein_coding,NA,977,834.5,0,NA,NA,NA,NA,NA,NA,781,888,NA,NA,NA,NA,NA
ENSG00000100379,KCTD17,protein_coding,NA,978,835,0,1163,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,NA,NA
ENSG00000135002,RFK,protein_coding,NA,979,835.2,0,975,375,NA,NA,NA,NA,1015,1378,NA,NA,NA,NA,433
ENSG00000135900,MRPL44,protein_coding,NA,980,836,0,NA,NA,NA,NA,NA,NA,NA,836,NA,NA,NA,NA,NA
ENSG00000100664,EIF5,protein_coding,NA,981,836.1428571,0,360,654,NA,NA,NA,NA,1686,733,751,NA,1111,NA,558
ENSG00000132535,DLG4,protein_coding,NA,982,836.3333333,0,NA,NA,NA,NA,NA,NA,1260,662,NA,NA,NA,587,NA
ENSG00000072041,SLC6A15,protein_coding,NA,983,838.6,0,514,NA,NA,NA,NA,NA,917,1536,NA,NA,629,597,NA
ENSG00000184515,BEX5,protein_coding,NA,984,839,0,383,252,NA,NA,NA,NA,1584,1388,NA,NA,NA,NA,588
ENSG00000099795,NDUFB7,protein_coding,NA,985,839.2857143,0,1005,827,354,NA,NA,NA,1326,1161,689,NA,NA,NA,513
ENSG00000169710,FASN,protein_coding,NA,986,839.4285714,0,562,1006,NA,NA,NA,NA,1674,491,NA,NA,1055,752,336
ENSG00000164398,ACSL6,protein_coding,NA,987,839.6666667,0,600,NA,NA,NA,NA,NA,558,1361,NA,NA,NA,NA,NA
ENSG00000067191,CACNB1,protein_coding,NA,988,840,0,NA,NA,NA,NA,NA,NA,NA,840,NA,NA,NA,NA,NA
ENSG00000111667,USP5,protein_coding,NA,989,841.3333333,0,1433,NA,NA,NA,NA,NA,875,1036,NA,NA,754,335,615
ENSG00000100804,PSMB5,protein_coding,NA,990,842.1428571,0,675,1032,NA,NA,NA,NA,2009,227,NA,NA,345,843,764
ENSG00000125534,PPDPF,protein_coding,NA,991,842.5,0,1929,942,375,NA,NA,NA,1689,717,718,544,785,449,277
ENSG00000109332,UBE2D3,protein_coding,NA,992,843,0,1247,491,NA,NA,NA,NA,842,1196,472,NA,1102,NA,551
ENSG00000173436,MICOS10,protein_coding,NA,993,843.1666667,0,1765,205,227,NA,NA,NA,1428,904,NA,NA,NA,NA,530
ENSG00000204287,HLA-DRA,protein_coding,NA,994,843.3333333,0,NA,NA,NA,NA,NA,NA,NA,2175,134,221,NA,NA,NA
ENSG00000152082,MZT2B,protein_coding,NA,995,843.4285714,0,827,699,NA,NA,NA,NA,939,1074,866,NA,1134,NA,365
ENSG00000123983,ACSL3,protein_coding,NA,996,843.75,0,503,763,NA,NA,NA,NA,1029,1080,NA,NA,NA,NA,NA
ENSG00000165672,PRDX3,protein_coding,NA,997.5,844,0,917,628,NA,NA,NA,NA,1535,769,NA,NA,NA,NA,371
ENSG00000159082,SYNJ1,protein_coding,NA,997.5,844,0,951,446,NA,NA,NA,NA,1438,556,NA,NA,829,NA,NA
ENSG00000183648,NDUFB1,protein_coding,NA,999,844.1428571,1,670,523,94,291,NA,NA,548,2871,NA,NA,NA,NA,912
ENSG00000168993,CPLX1,protein_coding,NA,1000,845,0,1891,NA,NA,NA,NA,NA,176,468,NA,NA,NA,NA,NA
ENSG00000155093,PTPRN2,protein_coding,NA,1001,847.2857143,0,821,328,NA,NA,NA,NA,460,2716,NA,NA,587,249,770
ENSG00000138071,ACTR2,protein_coding,NA,1002,847.75,0,704,132,NA,NA,NA,NA,1646,909,NA,NA,NA,NA,NA
ENSG00000102409,BEX4,protein_coding,NA,1003,851.2222222,0,285,849,500,304,NA,NA,1697,2302,821,NA,589,NA,314
ENSG00000166411,IDH3A,protein_coding,NA,1004,851.3333333,0,502,NA,NA,NA,NA,NA,766,1286,NA,NA,NA,NA,NA
ENSG00000087191,PSMC5,protein_coding,NA,1005,851.5714286,0,1270,360,NA,NA,NA,NA,2008,747,716,NA,NA,269,591
ENSG00000132694,ARHGEF11,protein_coding,NA,1006,852,0,NA,NA,NA,NA,NA,NA,NA,852,NA,NA,NA,NA,NA
ENSG00000161011,SQSTM1,protein_coding,NA,1007,852.4444444,0,751,479,328,NA,NA,NA,1470,1723,786,NA,890,461,784
ENSG00000245532,NEAT1,lncRNA,NA,1008,853.8333333,2,1554,NA,NA,NA,NA,NA,1964,450,41,33,1081,NA,NA
ENSG00000087274,ADD1,protein_coding,NA,1009,855,0,722,938,NA,NA,NA,NA,1724,493,784,NA,694,712,773
ENSG00000198513,ATL1,protein_coding,NA,1010,855.5,0,322,500,446,NA,NA,NA,2170,1396,NA,NA,881,388,741
ENSG00000084444,FAM234B,protein_coding,NA,1011,856.5,0,606,NA,NA,NA,NA,NA,NA,1107,NA,NA,NA,NA,NA
ENSG00000135250,SRPK2,protein_coding,NA,1012,856.8333333,0,976,875,NA,NA,NA,NA,602,1659,411,NA,NA,618,NA
ENSG00000091664,SLC17A6,protein_coding,NA,1013,857,0,817,NA,NA,NA,NA,NA,1491,263,NA,NA,NA,NA,NA
ENSG00000105894,PTN,protein_coding,NA,1014,857.2,0,1865,NA,NA,NA,NA,NA,234,718,NA,NA,803,NA,666
ENSG00000161544,CYGB,protein_coding,NA,1015,857.25,1,2203,NA,NA,NA,NA,NA,33,208,NA,NA,NA,NA,985
ENSG00000126524,SBDS,protein_coding,NA,1016,859.8571429,0,710,1017,NA,NA,NA,NA,1608,805,NA,447,689,NA,743
ENSG00000185950,IRS2,protein_coding,NA,1017,860,0,1474,NA,NA,NA,NA,NA,NA,928,540,498,NA,NA,NA
ENSG00000117691,NENF,protein_coding,NA,1018,860.5,0,1381,1059,162,417,NA,NA,1123,1754,NA,NA,NA,818,170
ENSG00000103089,FA2H,protein_coding,NA,1019,863,0,NA,NA,NA,NA,NA,NA,NA,863,NA,NA,NA,NA,NA
ENSG00000187664,HAPLN4,protein_coding,NA,1020,864.3333333,0,1525,NA,NA,NA,NA,NA,705,363,NA,NA,NA,NA,NA
ENSG00000182636,NDN,protein_coding,NA,1021,864.625,0,963,767,NA,NA,NA,NA,1267,1729,634,NA,294,347,916
ENSG00000198755,RPL10A,protein_coding,NA,1022,864.875,0,788,238,489,392,NA,NA,1760,1942,867,NA,NA,NA,443
ENSG00000013441,CLK1,protein_coding,NA,1023,865,0,NA,NA,NA,NA,NA,NA,NA,865,NA,NA,NA,NA,NA
ENSG00000141837,CACNA1A,protein_coding,NA,1024,866,0,NA,NA,NA,NA,NA,NA,NA,866,NA,NA,NA,NA,NA
ENSG00000167971,CASKIN1,protein_coding,NA,1025,867,0,1493,NA,NA,NA,NA,NA,613,507,NA,NA,855,NA,NA
ENSG00000137642,SORL1,protein_coding,NA,1026,867.2857143,0,1319,858,NA,NA,NA,NA,560,709,NA,NA,1018,868,739
ENSG00000162599,NFIA,protein_coding,NA,1027,867.8,1,1683,NA,NA,NA,NA,NA,NA,1197,289,50,1120,NA,NA
ENSG00000182287,AP1S2,protein_coding,NA,1028,868.3333333,0,1362,524,NA,NA,NA,NA,523,1622,NA,NA,602,NA,577
ENSG00000047249,ATP6V1H,protein_coding,NA,1029.5,869.2,0,637,572,NA,NA,NA,NA,1800,659,NA,NA,NA,NA,678
ENSG00000101421,CHMP4B,protein_coding,NA,1029.5,869.2,0,493,598,NA,NA,NA,NA,2062,941,NA,NA,NA,NA,252
ENSG00000174080,CTSF,protein_coding,NA,1031,870.2,0,812,1040,NA,NA,NA,NA,1064,1164,NA,NA,NA,NA,271
ENSG00000166136,NDUFB8,protein_coding,NA,1032,870.4444444,0,209,1012,348,298,NA,NA,710,3090,777,NA,751,NA,639
ENSG00000184144,CNTN2,protein_coding,NA,1033,871.5714286,0,2156,NA,NA,NA,NA,NA,106,1636,474,NA,368,824,537
ENSG00000171703,TCEA2,protein_coding,NA,1034,871.6,0,1101,NA,NA,NA,NA,NA,446,1040,671,NA,NA,NA,1100
ENSG00000111328,CDK2AP1,protein_coding,NA,1035,871.7142857,0,1403,274,NA,NA,NA,NA,1164,1193,NA,NA,768,726,574
ENSG00000143774,GUK1,protein_coding,NA,1036,872.2727273,0,712,307,532,348,NA,NA,1897,2736,600,635,406,554,868
ENSG00000164326,CARTPT,protein_coding,NA,1037,872.5,1,2091,NA,NA,NA,NA,NA,626,703,70,NA,NA,NA,NA
ENSG00000105887,MTPN,protein_coding,NA,1038.5,873,0,346,1007,NA,NA,NA,NA,2142,947,663,NA,656,285,938
ENSG00000068400,GRIPAP1,protein_coding,NA,1038.5,873,0,NA,NA,NA,NA,NA,NA,NA,873,NA,NA,NA,NA,NA
ENSG00000105963,ADAP1,protein_coding,NA,1040,874,0,NA,NA,NA,NA,NA,NA,NA,1090,NA,NA,917,615,NA
ENSG00000151917,BEND6,protein_coding,NA,1041,874.5,0,1235,NA,NA,NA,NA,NA,NA,514,NA,NA,NA,NA,NA
ENSG00000114030,KPNA1,protein_coding,NA,1043,875,0,NA,NA,NA,NA,NA,NA,NA,875,NA,NA,NA,NA,NA
ENSG00000187479,C11orf96,protein_coding,NA,1043,875,0,NA,NA,NA,NA,NA,NA,NA,NA,875,NA,NA,NA,NA
ENSG00000103154,NECAB2,protein_coding,NA,1043,875,0,2106,NA,NA,NA,NA,NA,1270,565,NA,NA,146,288,NA
ENSG00000106609,TMEM248,protein_coding,NA,1045,875.6666667,0,1582,NA,NA,NA,NA,NA,NA,545,NA,NA,NA,NA,500
ENSG00000157168,NRG1,protein_coding,NA,1046.5,876,0,NA,NA,NA,NA,NA,NA,NA,876,NA,NA,NA,NA,NA
ENSG00000109929,SC5D,protein_coding,NA,1046.5,876,0,640,1056,NA,NA,NA,NA,1034,602,NA,NA,NA,NA,1048
ENSG00000114631,PODXL2,protein_coding,NA,1048,876.2,1,1946,843,NA,NA,NA,146,1768,1426,775,532,471,81,774
ENSG00000034713,GABARAPL2,protein_coding,NA,1049,876.2222222,0,296,532,512,167,NA,NA,968,3179,NA,NA,1058,518,656
ENSG00000067606,PRKCZ,protein_coding,NA,1050,877.5,0,1861,965,NA,NA,NA,NA,1321,1121,436,NA,604,260,452
ENSG00000188612,SUMO2,protein_coding,NA,1051,877.625,0,1596,708,NA,NA,NA,NA,1364,838,337,NA,548,764,866
ENSG00000102316,MAGED2,protein_coding,NA,1052,877.8333333,0,242,513,NA,NA,NA,NA,1812,1230,NA,NA,968,NA,502
ENSG00000129559,NEDD8,protein_coding,NA,1053,878.3333333,0,368,462,NA,NA,NA,NA,1547,1204,NA,NA,811,NA,878
ENSG00000114923,SLC4A3,protein_coding,NA,1054.5,878.5,0,1432,NA,NA,NA,NA,NA,1450,379,NA,NA,253,NA,NA
ENSG00000165868,HSPA12A,protein_coding,NA,1054.5,878.5,0,507,503,NA,NA,NA,NA,1700,804,NA,NA,NA,NA,NA
ENSG00000103275,UBE2I,protein_coding,NA,1056.5,879,0,NA,NA,NA,NA,NA,NA,NA,879,NA,NA,NA,NA,NA
ENSG00000169100,SLC25A6,protein_coding,NA,1056.5,879,0,974,1004,NA,NA,NA,NA,949,983,872,NA,1001,854,395
ENSG00000102309,PIN4,protein_coding,NA,1058,880,0,NA,NA,NA,NA,NA,NA,NA,880,NA,NA,NA,NA,NA
ENSG00000107282,APBA1,protein_coding,NA,1059,880.25,0,517,NA,NA,NA,NA,NA,1003,1619,NA,NA,382,NA,NA
ENSG00000198612,COPS8,protein_coding,NA,1060,880.5,0,2072,NA,NA,NA,NA,NA,380,475,NA,NA,595,NA,NA
ENSG00000078902,TOLLIP,protein_coding,NA,1061,881,0,1841,NA,NA,NA,NA,NA,216,639,NA,NA,946,NA,763
ENSG00000175161,CADM2,protein_coding,NA,1062,882,0,1754,438,NA,NA,NA,NA,863,473,NA,NA,NA,NA,NA
ENSG00000158109,TPRG1L,protein_coding,NA,1063,882.2857143,0,855,722,NA,NA,NA,NA,1763,807,NA,NA,224,733,1072
ENSG00000176871,WSB2,protein_coding,NA,1064,882.375,0,1616,583,NA,NA,NA,NA,1953,274,358,NA,695,867,713
ENSG00000177700,POLR2L,protein_coding,NA,1065,885.1111111,0,564,977,NA,NA,NA,NA,757,3121,446,610,680,452,359
ENSG00000172889,EGFL7,protein_coding,NA,1066,885.6666667,0,2094,NA,NA,NA,NA,NA,375,1133,753,NA,451,508,NA
ENSG00000173482,PTPRM,protein_coding,NA,1067,886,0,1261,NA,NA,NA,NA,NA,837,1268,712,NA,352,NA,NA
ENSG00000197535,MYO5A,protein_coding,NA,1068,887,0,688,819,NA,NA,NA,NA,1360,1114,NA,NA,454,NA,NA
ENSG00000133612,AGAP3,protein_coding,NA,1069,888.7142857,0,1839,NA,NA,NA,NA,NA,2084,912,571,NA,114,247,454
ENSG00000166441,RPL27A,protein_coding,NA,1070,888.8,0,656,537,420,NA,NA,NA,1832,2142,359,312,1091,842,697
ENSG00000206503,HLA-A,protein_coding,NA,1071,889.375,0,1070,601,NA,NA,NA,NA,2215,433,636,164,915,NA,1081
ENSG00000159692,CTBP1,protein_coding,NA,1072,889.4444444,0,1761,780,NA,NA,NA,NA,1288,1002,414,548,634,763,815
ENSG00000101152,DNAJC5,protein_coding,NA,1073,889.5714286,0,611,257,NA,NA,NA,NA,646,2667,NA,NA,841,655,550
ENSG00000221890,NPTXR,protein_coding,NA,1074,892.6666667,0,684,NA,NA,NA,NA,NA,579,1415,NA,NA,NA,NA,NA
